"date","rank","code","name","sector","close","turnover","turnover_ma"
"2000-05-23","6","7203","トヨタ自動車","輸送用機器","561.185180664063","7584417716.67481","12532020719.9097"
"2000-05-23","7","6701","日本電気","電気機器","4170.67236328125","11052281762.6953","10367582889.3066"
"2000-05-23","8","6971","京セラ","電気機器","1228.47521972656","7027861037.0117","10210201293.5547"
"2000-05-23","9","6702","富士通","電気機器","2193.44067382813","12546480654.2969","10169407856.3477"
"2000-05-23","10","8604","野村ホールディングス","証券、商品先物取引業","1082.00109863281","11740793921.2646","9569968096.43555"
"2000-05-24","1","9432","ＮＴＴ","情報・通信業","65.3642654418945","423233618736.267","308066381874.084"
"2000-05-24","2","2914","日本たばこ産業","食料品","382.888916015625","276445797363.281","263508413671.875"
"2000-05-24","3","9984","ソフトバンクグループ","情報・通信業","516.580627441406","73561907876.6601","54363543784.8047"
"2000-05-24","4","6758","ソニーグループ","電気機器","1568.04443359375","44601455869.1406","35910098210.083"
"2000-05-24","5","6857","アドバンテスト","電気機器","2037.52416992188","19054926037.1094","16072647166.875"
"2000-05-24","6","7203","トヨタ自動車","輸送用機器","562.294372558594","12741590482.1777","12649410978.0884"
"2000-05-24","7","8604","野村ホールディングス","証券、商品先物取引業","1138.40869140625","12826450726.0742","11488781439.6973"
"2000-05-24","8","6971","京セラ","電気機器","1214.78076171875","7088488700.78125","10839809620.9571"
"2000-05-24","9","6702","富士通","電気機器","2113.01416015625","11144036680.6641","10736377116.6016"
"2000-05-24","10","6701","日本電気","電気機器","4081.29956054688","8552363229.12599","10136636821.8506"
"2000-05-25","1","9432","ＮＴＴ","情報・通信業","65.3642654418945","282700448036.194","319108836288.452"
"2000-05-25","2","2914","日本たばこ産業","食料品","383.756164550781","286473976837.158","282539637799.072"
"2000-05-25","3","9984","ソフトバンクグループ","情報・通信業","589.854309082031","51141784247.7539","55517141101.6406"
"2000-05-25","4","6758","ソニーグループ","電気機器","1665.53125","38321375765.625","39731223998.3643"
"2000-05-25","5","6857","アドバンテスト","電気機器","2089.86328125","9111803906.25","15367748276.7188"
"2000-05-25","6","8604","野村ホールディングス","証券、商品先物取引業","1189.6884765625","7328481015.625","11979051971.9238"
"2000-05-25","7","6971","京セラ","電気機器","1304.19738769531","10981342004.3945","10724990957.7734"
"2000-05-25","8","6702","富士通","電気機器","2087.42431640625","8301686506.34766","10483536990.1367"
"2000-05-25","9","6701","日本電気","電気機器","4066.40356445313","10125344875.4883","9514867091.57715"
"2000-05-25","10","7203","トヨタ自動車","輸送用機器","564.512512207031","5594318995.97168","9348987257.26318"
"2000-05-26","1","2914","日本たばこ産業","食料品","390.260467529297","515729207839.966","325123987814.331"
"2000-05-26","2","9432","ＮＴＴ","情報・通信業","66.3936309814453","248976116180.42","305001490859.985"
"2000-05-26","3","9984","ソフトバンクグループ","情報・通信業","663.128295898438","78531366318.7501","69095011521.4453"
"2000-05-26","4","6758","ソニーグループ","電気機器","1599.43872070313","37122972707.5196","40314196339.8072"
"2000-05-26","5","6857","アドバンテスト","電気機器","2037.52416992188","9043347275.78127","14111581410.3125"
"2000-05-26","6","6702","富士通","電気機器","2102.046875","9452904796.875","10682466901.0742"
"2000-05-26","7","6971","京セラ","電気機器","1298.55859375","12873390475","9862023682.01172"
"2000-05-26","8","6701","日本電気","電気機器","3880.2158203125","10977130555.6641","9825009524.19434"
"2000-05-26","9","8604","野村ホールディングス","証券、商品先物取引業","1128.15319824219","4259906476.56251","9712331594.87304"
"2000-05-26","10","7203","トヨタ自動車","輸送用機器","555.639709472656","5931453898.6206","7415092403.74756"
"2000-05-29","1","2914","日本たばこ産業","食料品","372.915588378906","182169264923.096","323896916781.616"
"2000-05-29","2","9432","ＮＴＴ","情報・通信業","64.8495788574219","194548736572.266","283384966888.428"
"2000-05-29","3","9984","ソフトバンクグループ","情報・通信業","670.089172363281","57717192736.6699","78866769571.4355"
"2000-05-29","4","6758","ソニーグループ","電気機器","1668.8359375","39099157179.6875","41393732966.5162"
"2000-05-29","5","6857","アドバンテスト","電気機器","2048.73901367188","5198880121.09376","10581671353.4375"
"2000-05-29","6","6702","富士通","電気機器","2142.26000976563","6510328169.67775","9591087361.57228"
"2000-05-29","7","6701","日本電気","電気機器","3939.79516601563","5848625923.9502","9311149269.38477"
"2000-05-29","8","6971","京セラ","電気機器","1344.47570800781","3808630785.64452","8355942600.5664"
"2000-05-29","9","8604","野村ホールディングス","証券、商品先物取引業","1169.17639160156","3747210335.083","7980568494.92187"
